location,cuisines,approx_cost(for two people)
Koramangala 5th Block,"American, Fast Food",250.0
Koramangala 5th Block,Andhra,237.5
Koramangala 5th Block,"Andhra, Biryani",300.0
Koramangala 5th Block,"Andhra, Biryani, Chinese",300.0
Koramangala 5th Block,"Andhra, Biryani, North Indian, Chinese",650.0
Koramangala 5th Block,"Andhra, North Indian, Biryani",800.0
Koramangala 5th Block,"Andhra, North Indian, Chinese",900.0
Koramangala 5th Block,Arabian,300.0
Koramangala 5th Block,"Arabian, Fast Food",200.0
Koramangala 5th Block,"Arabian, Kerala, North Indian, Chinese, BBQ",800.0
Koramangala 5th Block,"Arabian, Lebanese, Chinese",300.0
Koramangala 5th Block,"Arabian, North Indian, Beverages",750.0
Koramangala 5th Block,"Arabian, Sandwich, Rolls, Burger",300.0
Koramangala 5th Block,Asian,500.0
Koramangala 5th Block,"Asian, Chinese, Thai, Momos",1500.0
Koramangala 5th Block,"Asian, Malaysian, Chinese, Thai, Momos",550.0
Koramangala 5th Block,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",200.0
Koramangala 5th Block,Bakery,700.0
Koramangala 5th Block,"Bakery, Beverages",200.0
Koramangala 5th Block,"Bakery, Desserts",351.35135135135135
Koramangala 5th Block,"Bakery, Desserts, Sandwich",400.0
Koramangala 5th Block,"Bakery, Fast Food",200.0
Koramangala 5th Block,"Bakery, Fast Food, Desserts",400.0
Koramangala 5th Block,Bengali,700.0
Koramangala 5th Block,"Bengali, North Indian",500.0
Koramangala 5th Block,Beverages,255.0
Koramangala 5th Block,"Beverages, Desserts",315.0
Koramangala 5th Block,"Beverages, Desserts, Ice Cream",400.0
Koramangala 5th Block,"Beverages, Fast Food",400.0
Koramangala 5th Block,"Beverages, Fast Food, Burger",200.0
Koramangala 5th Block,"Beverages, Fast Food, Desserts",350.0
Koramangala 5th Block,"Beverages, Ice Cream",200.0
Koramangala 5th Block,"Beverages, Ice Cream, Desserts",
Koramangala 5th Block,"Beverages, Juices, Fast Food",200.0
Koramangala 5th Block,"Beverages, Sandwich",150.0
Koramangala 5th Block,"Beverages, Tea",100.0
Koramangala 5th Block,Biryani,369.2307692307692
Koramangala 5th Block,"Biryani, Andhra",750.0
Koramangala 5th Block,"Biryani, Andhra, North Indian, Chinese",800.0
Koramangala 5th Block,"Biryani, Andhra, North Indian, Seafood",600.0
Koramangala 5th Block,"Biryani, Chinese, North Indian",250.0
Koramangala 5th Block,"Biryani, Hyderabadi, Kebab",400.0
Koramangala 5th Block,"Biryani, Kebab",750.0
Koramangala 5th Block,"Biryani, Kebab, Rolls",580.0
Koramangala 5th Block,"Biryani, Mughlai",500.0
Koramangala 5th Block,"Biryani, Mughlai, Chinese",600.0
Koramangala 5th Block,"Biryani, North Indian, Chinese, Andhra, South Indian",750.0
Koramangala 5th Block,"Biryani, North Indian, Chinese, Hyderabadi",750.0
Koramangala 5th Block,"Biryani, North Indian, Desserts",600.0
Koramangala 5th Block,"Biryani, Seafood, Andhra, North Indian",600.0
Koramangala 5th Block,"Burger, Fast Food",500.0
Koramangala 5th Block,"Burger, Fast Food, Beverages",600.0
Koramangala 5th Block,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0
Koramangala 5th Block,Cafe,468.75
Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",600.0
Koramangala 5th Block,"Cafe, American, Burger, Steak",900.0
Koramangala 5th Block,"Cafe, American, Continental, Italian",600.0
Koramangala 5th Block,"Cafe, Bakery",500.0
Koramangala 5th Block,"Cafe, Continental",676.9230769230769
Koramangala 5th Block,"Cafe, Continental, Beverages",651.9230769230769
Koramangala 5th Block,"Cafe, Continental, Burger",800.0
Koramangala 5th Block,"Cafe, Continental, Chinese",
Koramangala 5th Block,"Cafe, Continental, European, Juices",1300.0
Koramangala 5th Block,"Cafe, Continental, Italian, Burger",800.0
Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",900.0
Koramangala 5th Block,"Cafe, Continental, Salad, Steak",1200.0
Koramangala 5th Block,"Cafe, Desserts, Beverages",700.0
Koramangala 5th Block,"Cafe, European, Continental",900.0
Koramangala 5th Block,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200.0
Koramangala 5th Block,"Cafe, Italian",600.0
Koramangala 5th Block,"Cafe, Italian, Burger, American, Steak",650.0
Koramangala 5th Block,"Cafe, Italian, Desserts",600.0
Koramangala 5th Block,"Cafe, Italian, Fast Food",800.0
Koramangala 5th Block,"Cafe, Italian, Mexican, Chinese",600.0
Koramangala 5th Block,"Cafe, Salad",800.0
Koramangala 5th Block,"Cafe, Salad, Healthy Food, Mexican",800.0
Koramangala 5th Block,"Cafe, Tea, Street Food",450.0
Koramangala 5th Block,"Chettinad, Andhra, Kerala",1300.0
Koramangala 5th Block,Chinese,276.1904761904762
Koramangala 5th Block,"Chinese, American, Continental, Italian, North Indian",750.0
Koramangala 5th Block,"Chinese, Continental, North Indian, Burger, Pizza, Seafood",1000.0
Koramangala 5th Block,"Chinese, Continental, North Indian, Italian, Seafood",800.0
Koramangala 5th Block,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800.0
Koramangala 5th Block,"Chinese, Momos",652.5
Koramangala 5th Block,"Chinese, Momos, Nepalese, Tibetan",200.0
Koramangala 5th Block,"Chinese, Momos, Seafood",600.0
Koramangala 5th Block,"Chinese, North Indian",250.0
Koramangala 5th Block,"Chinese, North Indian, Continental",200.0
Koramangala 5th Block,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600.0
Koramangala 5th Block,"Chinese, Street Food",300.0
Koramangala 5th Block,"Chinese, Sushi, Asian, Thai",1400.0
Koramangala 5th Block,"Chinese, Thai",850.0
Koramangala 5th Block,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",1400.0
Koramangala 5th Block,"Chinese, Thai, Momos",1100.0
Koramangala 5th Block,"Chinese, Thai, Momos, Vietnamese",800.0
Koramangala 5th Block,"Chinese, Tibetan",500.0
Koramangala 5th Block,"Chinese, Tibetan, Momos",297.6190476190476
Koramangala 5th Block,"Chinese, Tibetan, North Indian",500.0
Koramangala 5th Block,Continental,681.25
Koramangala 5th Block,"Continental, American, Chinese, BBQ, Salad",1000.0
Koramangala 5th Block,"Continental, American, Italian, Modern Indian, Pizza, Burger",1400.0
Koramangala 5th Block,"Continental, American, North Indian, Chinese",1500.0
Koramangala 5th Block,"Continental, Asian, American, North Indian, Desserts",1200.0
Koramangala 5th Block,"Continental, Asian, North Indian",1000.0
Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",900.0
Koramangala 5th Block,"Continental, Finger Food, North Indian, Chinese",1200.0
Koramangala 5th Block,"Continental, Italian, Fast Food",400.0
Koramangala 5th Block,"Continental, Mediterranean, North Indian, Chinese, Finger Food",1600.0
Koramangala 5th Block,"Continental, North Indian",1400.0
Koramangala 5th Block,"Continental, North Indian, Chinese",1300.0
Koramangala 5th Block,"Continental, North Indian, Chinese, American",1300.0
Koramangala 5th Block,"Continental, North Indian, Chinese, American, Pizza, Finger Food",1300.0
Koramangala 5th Block,"Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian",2100.0
Koramangala 5th Block,"Continental, North Indian, Chinese, Modern Indian, Asian",1500.0
Koramangala 5th Block,Desserts,481.8181818181818
Koramangala 5th Block,"Desserts, Beverages",408.62068965517244
Koramangala 5th Block,"Desserts, Beverages, Cafe, Ice Cream",300.0
Koramangala 5th Block,"Desserts, Beverages, Ice Cream",400.0
Koramangala 5th Block,"Desserts, Cafe",328.57142857142856
Koramangala 5th Block,"Desserts, Fast Food",397.5
Koramangala 5th Block,"Desserts, Ice Cream, Beverages",500.0
Koramangala 5th Block,"Desserts, Ice Cream, Beverages, Sandwich",450.0
Koramangala 5th Block,"European, Continental",1800.0
Koramangala 5th Block,Fast Food,294.6969696969697
Koramangala 5th Block,"Fast Food, Beverages",134.375
Koramangala 5th Block,"Fast Food, Burger",450.0
Koramangala 5th Block,"Fast Food, Juices",200.0
Koramangala 5th Block,"Fast Food, Rolls",300.0
Koramangala 5th Block,"Fast Food, Street Food, North Indian, Biryani",400.0
Koramangala 5th Block,"Fast Food, Tea",200.0
Koramangala 5th Block,Finger Food,1000.0
Koramangala 5th Block,"Finger Food, Asian, European, Italian",1200.0
Koramangala 5th Block,"Finger Food, Continental, Asian, North Indian",1400.0
Koramangala 5th Block,"Finger Food, Continental, North Indian",1000.0
Koramangala 5th Block,"Finger Food, North Indian, Continental, Pizza",1000.0
Koramangala 5th Block,"Healthy Food, Beverages, Mexican, Burger, Italian",
Koramangala 5th Block,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0
Koramangala 5th Block,Ice Cream,200.0
Koramangala 5th Block,"Ice Cream, Bakery, Desserts",200.0
Koramangala 5th Block,"Ice Cream, Beverages, Desserts",400.0
Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0
Koramangala 5th Block,"Ice Cream, Desserts",388.0
Koramangala 5th Block,"Ice Cream, Desserts, Beverages",400.0
Koramangala 5th Block,Italian,1500.0
Koramangala 5th Block,Juices,100.0
Koramangala 5th Block,"Juices, Beverages, Fast Food",400.0
Koramangala 5th Block,"Juices, Desserts, Fast Food",250.0
Koramangala 5th Block,"Juices, Fast Food",138.0952380952381
Koramangala 5th Block,"Juices, Fast Food, South Indian, Chinese",187.5
Koramangala 5th Block,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600.0
Koramangala 5th Block,"Kerala, Chinese, Fast Food",400.0
Koramangala 5th Block,"Kerala, North Indian, Chinese",700.0
Koramangala 5th Block,"Kerala, Seafood",500.0
Koramangala 5th Block,Korean,1200.0
Koramangala 5th Block,"Lebanese, Greek",300.0
Koramangala 5th Block,"Mangalorean, Seafood, North Indian, Chinese",600.0
Koramangala 5th Block,"Mangalorean, South Indian",300.0
Koramangala 5th Block,"Mediterranean, Pizza, Italian, Beverages",1500.0
Koramangala 5th Block,Mexican,1200.0
Koramangala 5th Block,"Mexican, Fast Food",400.0
Koramangala 5th Block,"Mithai, Fast Food",250.0
Koramangala 5th Block,"Mithai, Oriya, Bengali",150.0
Koramangala 5th Block,"Mithai, Street Food",400.0
Koramangala 5th Block,"Modern Indian, European, Asian",2000.0
Koramangala 5th Block,"Momos, Fast Food",300.0
Koramangala 5th Block,"Mughlai, Biryani",700.0
Koramangala 5th Block,"Mughlai, Fast Food",750.0
Koramangala 5th Block,"Mughlai, North Indian",800.0
Koramangala 5th Block,"North Eastern, Chinese",400.0
Koramangala 5th Block,North Indian,402.56410256410254
Koramangala 5th Block,"North Indian, Bengali",300.0
Koramangala 5th Block,"North Indian, Chinese",1034.375
Koramangala 5th Block,"North Indian, Chinese, Biryani",500.0
Koramangala 5th Block,"North Indian, Chinese, Continental",627.7777777777778
Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad",1500.0
Koramangala 5th Block,"North Indian, Chinese, Fast Food, Biryani",600.0
Koramangala 5th Block,"North Indian, Chinese, Italian",500.0
Koramangala 5th Block,"North Indian, Chinese, Italian, Thai",300.0
Koramangala 5th Block,"North Indian, Chinese, Pizza",1000.0
Koramangala 5th Block,"North Indian, Chinese, Rolls",250.0
Koramangala 5th Block,"North Indian, Continental, Chinese",1500.0
Koramangala 5th Block,"North Indian, Continental, Street Food",500.0
Koramangala 5th Block,"North Indian, European, Mediterranean",1400.0
Koramangala 5th Block,"North Indian, Fast Food",500.0
Koramangala 5th Block,"North Indian, Gujarati",300.0
Koramangala 5th Block,"North Indian, Kebab",500.0
Koramangala 5th Block,"North Indian, Mughlai",320.0
Koramangala 5th Block,"North Indian, Mughlai, Biryani",515.7894736842105
Koramangala 5th Block,"North Indian, Mughlai, Chinese",500.0
Koramangala 5th Block,"North Indian, Mughlai, Chinese, Rolls",700.0
Koramangala 5th Block,"North Indian, Mughlai, Fast Food",500.0
Koramangala 5th Block,"North Indian, Mughlai, Salad",1300.0
Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",750.0
Koramangala 5th Block,"North Indian, Rolls",300.0
Koramangala 5th Block,"North Indian, Seafood, Biryani, Kerala",1000.0
Koramangala 5th Block,"North Indian, South Indian",400.0
Koramangala 5th Block,"North Indian, South Indian, Chinese",509.09090909090907
Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",700.0
Koramangala 5th Block,"North Indian, South Indian, Chinese, Street Food",300.0
Koramangala 5th Block,"Pizza, Continental, North Indian, Asian",1500.0
Koramangala 5th Block,"Pizza, Fast Food",575.0
Koramangala 5th Block,"Pizza, Italian",500.0
Koramangala 5th Block,"Salad, Fast Food",600.0
Koramangala 5th Block,Seafood,450.0
Koramangala 5th Block,"Seafood, Fast Food",400.0
Koramangala 5th Block,"Seafood, Mangalorean, Chinese",800.0
Koramangala 5th Block,South Indian,200.0
Koramangala 5th Block,"South Indian, Beverages",200.0
Koramangala 5th Block,"South Indian, Kerala",300.0
Koramangala 5th Block,"South Indian, North Indian, Chinese",500.0
Koramangala 5th Block,"South Indian, North Indian, Chinese, Beverages",200.0
Koramangala 5th Block,"South Indian, North Indian, Chinese, Street Food",500.0
Koramangala 5th Block,Street Food,200.0
Koramangala 5th Block,"Street Food, Fast Food",150.0
Koramangala 5th Block,"Street Food, Tea",200.0
Koramangala 5th Block,Tibetan,480.0
Koramangala 5th Block,"Tibetan, Asian, Momos",500.0
Koramangala 5th Block,"Tibetan, Chinese, Continental, Momos",600.0
Koramangala 5th Block,"Tibetan, Momos",250.0
Koramangala 5th Block,"Tibetan, Nepalese, Momos",400.0
Koramangala 5th Block,"Turkish, Desserts",250.0
Koramangala 5th Block,"Turkish, Rolls",300.0
Koramangala 6th Block,"American, Continental, Finger Food",1400.0
Koramangala 6th Block,"American, European",2500.0
Koramangala 6th Block,"American, North Indian, Chinese",1710.0
Koramangala 6th Block,"American, Pizza, Burger",1500.0
Koramangala 6th Block,"Andhra, Biryani",500.0
Koramangala 6th Block,"Arabian, Biryani, North Indian, Chinese, Fast Food",500.0
Koramangala 6th Block,"Arabian, Mediterranean",400.0
Koramangala 6th Block,Bakery,200.0
Koramangala 6th Block,"Bakery, Desserts",376.9230769230769
Koramangala 6th Block,"Bakery, Fast Food",200.0
Koramangala 6th Block,"Bengali, Bihari",350.0
Koramangala 6th Block,"Bengali, Mughlai",650.0
Koramangala 6th Block,"Beverages, Juices, Fast Food",250.0
Koramangala 6th Block,"Beverages, Salad",300.0
Koramangala 6th Block,Biryani,250.0
Koramangala 6th Block,"Biryani, North Indian, Kebab",400.0
Koramangala 6th Block,"Biryani, South Indian",350.0
Koramangala 6th Block,"Burger, Beverages, Rolls",400.0
Koramangala 6th Block,"Burger, Fast Food",450.0
Koramangala 6th Block,"Burger, Pizza, Momos",600.0
Koramangala 6th Block,Cafe,534.375
Koramangala 6th Block,"Cafe, Burger, Fast Food",400.0
Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts",700.0
Koramangala 6th Block,"Cafe, Chinese, Continental",600.0
Koramangala 6th Block,"Cafe, Chinese, Pizza, North Indian, Burger",600.0
Koramangala 6th Block,"Cafe, Continental, Chinese, Italian",800.0
Koramangala 6th Block,"Cafe, Continental, Italian",600.0
Koramangala 6th Block,"Cafe, Desserts",700.0
Koramangala 6th Block,"Cafe, Fast Food",900.0
Koramangala 6th Block,"Cafe, Italian, Fast Food",800.0
Koramangala 6th Block,"Cafe, North Indian, Chinese, Continental",500.0
Koramangala 6th Block,"Cafe, North Indian, Pizza, Sandwich, Salad",500.0
Koramangala 6th Block,Chinese,847.0588235294117
Koramangala 6th Block,"Chinese, Biryani, Pizza, Italian, North Indian",500.0
Koramangala 6th Block,"Chinese, Kerala, North Indian, South Indian",350.0
Koramangala 6th Block,"Chinese, Momos",500.0
Koramangala 6th Block,"Chinese, North Indian",500.0
Koramangala 6th Block,"Coffee, Fast Food, Chinese, Beverages",550.0
Koramangala 6th Block,Continental,500.0
Koramangala 6th Block,"Continental, American, Pizza, BBQ",1000.0
Koramangala 6th Block,"Continental, Chinese",1300.0
Koramangala 6th Block,"Continental, North Indian, Pizza, BBQ",2000.0
Koramangala 6th Block,"Continental, Pizza, Burger",1400.0
Koramangala 6th Block,Desserts,300.0
Koramangala 6th Block,"Desserts, Bakery",300.0
Koramangala 6th Block,"Desserts, Beverages",300.0
Koramangala 6th Block,"Desserts, Fast Food",300.0
Koramangala 6th Block,"Desserts, Ice Cream",500.0
Koramangala 6th Block,"Desserts, Ice Cream, Beverages, Sandwich",400.0
Koramangala 6th Block,Fast Food,376.9230769230769
Koramangala 6th Block,"Fast Food, Biryani, Rolls",350.0
Koramangala 6th Block,"Fast Food, Burger",300.0
Koramangala 6th Block,"Fast Food, Burger, Sandwich, Pizza",300.0
Koramangala 6th Block,"Fast Food, Rolls",450.0
Koramangala 6th Block,"Fast Food, Tea",200.0
Koramangala 6th Block,Finger Food,1200.0
Koramangala 6th Block,"Finger Food, Continental",1650.0
Koramangala 6th Block,"Finger Food, North Indian, Continental",1000.0
Koramangala 6th Block,"Goan, Mangalorean",400.0
Koramangala 6th Block,Healthy Food,300.0
Koramangala 6th Block,"Healthy Food, North Indian, Thai",500.0
Koramangala 6th Block,"Ice Cream, Desserts",250.0
Koramangala 6th Block,"Ice Cream, Desserts, Beverages, Sandwich",400.0
Koramangala 6th Block,"Italian, Fast Food, Pizza",400.0
Koramangala 6th Block,"Italian, North Indian, Healthy Food, Desserts",1100.0
Koramangala 6th Block,"Italian, Pizza",400.0
Koramangala 6th Block,"Italian, Pizza, Fast Food, Salad",750.0
Koramangala 6th Block,Juices,100.0
Koramangala 6th Block,"Juices, Beverages",100.0
Koramangala 6th Block,"Juices, Sandwich",200.0
Koramangala 6th Block,Kashmiri,600.0
Koramangala 6th Block,"Kebab, Rolls",300.0
Koramangala 6th Block,"Kerala, South Indian",450.0
Koramangala 6th Block,Maharashtrian,250.0
Koramangala 6th Block,"Mangalorean, Seafood, Chinese, North Indian",1000.0
Koramangala 6th Block,Mexican,200.0
Koramangala 6th Block,"Mexican, American, Fast Food",600.0
Koramangala 6th Block,"Mexican, Continental, Italian, Chinese",700.0
Koramangala 6th Block,"Mithai, Fast Food",250.0
Koramangala 6th Block,"Mithai, North Indian, Street Food",250.0
Koramangala 6th Block,"Momos, Fast Food",200.0
Koramangala 6th Block,North Indian,638.7755102040817
Koramangala 6th Block,"North Indian, Biryani",600.0
Koramangala 6th Block,"North Indian, Chinese",652.3809523809524
Koramangala 6th Block,"North Indian, Chinese, Bengali",800.0
Koramangala 6th Block,"North Indian, Chinese, Biryani",400.0
Koramangala 6th Block,"North Indian, Chinese, Italian, Street Food, Desserts",600.0
Koramangala 6th Block,"North Indian, Chinese, Rolls",250.0
Koramangala 6th Block,"North Indian, Chinese, South Indian",400.0
Koramangala 6th Block,"North Indian, Chinese, South Indian, Fast Food",400.0
Koramangala 6th Block,"North Indian, Continental, Chinese",2000.0
Koramangala 6th Block,"North Indian, Fast Food",275.0
Koramangala 6th Block,"North Indian, Kebab, Mughlai",400.0
Koramangala 6th Block,"North Indian, Mughlai",400.0
Koramangala 6th Block,"North Indian, South Indian, Chinese",392.3076923076923
Koramangala 6th Block,"North Indian, South Indian, Chinese, Continental, Italian",1000.0
Koramangala 6th Block,"North Indian, South Indian, Thai, Chinese, Continental",900.0
Koramangala 6th Block,"North Indian, Street Food",200.0
Koramangala 6th Block,Oriya,600.0
Koramangala 6th Block,Parsi,400.0
Koramangala 6th Block,Pizza,552.9411764705883
Koramangala 6th Block,"Pizza, Fast Food",594.4444444444445
Koramangala 6th Block,"Pizza, Italian, Beverages",700.0
Koramangala 6th Block,"Rajasthani, North Indian, Street Food",300.0
Koramangala 6th Block,"Rolls, BBQ, Kebab",350.0
Koramangala 6th Block,"Rolls, Fast Food",450.0
Koramangala 6th Block,"Salad, Sandwich",400.0
Koramangala 6th Block,"Sandwich, Pizza, Salad",300.0
Koramangala 6th Block,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800.0
Koramangala 6th Block,"Seafood, Mangalorean, North Indian, Chinese",700.0
Koramangala 6th Block,South Indian,226.66666666666666
Koramangala 6th Block,"South Indian, North Indian",400.0
Koramangala 6th Block,"South Indian, North Indian, Chinese",700.0
Koramangala 6th Block,"South Indian, North Indian, Street Food",250.0
Koramangala 6th Block,"Street Food, Beverages",200.0
Koramangala 6th Block,"Street Food, Desserts, North Indian, Mithai, Rajasthani",400.0
Koramangala 6th Block,"Street Food, Gujarati",300.0
Koramangala 6th Block,"Street Food, North Indian",250.0
Koramangala 6th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",300.0
Koramangala 6th Block,"Street Food, South Indian",100.0
Koramangala 6th Block,"Tea, Beverages, Fast Food",250.0
Koramangala 6th Block,"Tea, Fast Food, Beverages, Sandwich",250.0
Koramangala 6th Block,"Thai, Chinese",500.0
Koramangala 7th Block,"American, North Indian, Chinese, Finger Food",1500.0
Koramangala 7th Block,"Arabian, North Indian",500.0
Koramangala 7th Block,"Asian, American, Mexican",1400.0
Koramangala 7th Block,Assamese,500.0
Koramangala 7th Block,Bakery,188.63636363636363
Koramangala 7th Block,"Bakery, Desserts",428.57142857142856
Koramangala 7th Block,"Bakery, Desserts, Beverages",450.0
Koramangala 7th Block,"Bakery, Fast Food",500.0
Koramangala 7th Block,Bengali,600.0
Koramangala 7th Block,Beverages,
Koramangala 7th Block,"Beverages, Fast Food, Desserts",300.0
Koramangala 7th Block,"Beverages, Fast Food, Street Food",250.0
Koramangala 7th Block,"Beverages, Ice Cream",150.0
Koramangala 7th Block,"Beverages, Juices",350.0
Koramangala 7th Block,"Beverages, Tea",300.0
Koramangala 7th Block,Biryani,190.3846153846154
Koramangala 7th Block,"Biryani, Chinese, North Indian",600.0
Koramangala 7th Block,"Biryani, Kerala, Mughlai, Arabian, North Indian, Juices",750.0
Koramangala 7th Block,"Biryani, North Indian, Chinese",600.0
Koramangala 7th Block,"Burger, Fast Food",450.0
Koramangala 7th Block,"Burger, Fast Food, Beverages",600.0
Koramangala 7th Block,Cafe,521.4285714285714
Koramangala 7th Block,"Cafe, American, Italian, Beverages",700.0
Koramangala 7th Block,"Cafe, Beverages, Healthy Food, Juices",650.0
Koramangala 7th Block,"Cafe, Continental",500.0
Koramangala 7th Block,"Cafe, Continental, Mexican",600.0
Koramangala 7th Block,"Cafe, Desserts",388.8888888888889
Koramangala 7th Block,"Cafe, Desserts, Bakery",600.0
Koramangala 7th Block,"Cafe, Desserts, Continental",550.0
Koramangala 7th Block,"Cafe, Fast Food",300.0
Koramangala 7th Block,"Cafe, Tea, North Indian",500.0
Koramangala 7th Block,Chinese,300.0
Koramangala 7th Block,"Chinese, Bakery",400.0
Koramangala 7th Block,"Chinese, Burger",300.0
Koramangala 7th Block,"Chinese, Fast Food",200.0
Koramangala 7th Block,"Chinese, Fast Food, Momos",200.0
Koramangala 7th Block,"Chinese, Naga",750.0
Koramangala 7th Block,"Chinese, North Indian",1000.0
Koramangala 7th Block,"Chinese, North Indian, Fast Food, Street Food",500.0
Koramangala 7th Block,"Chinese, Thai",600.0
Koramangala 7th Block,Continental,500.0
Koramangala 7th Block,"Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0
Koramangala 7th Block,"Continental, North Indian, Desserts, Beverages",600.0
Koramangala 7th Block,"Continental, Parsi, Chinese, North Indian, Italian, Steak",1000.0
Koramangala 7th Block,Desserts,351.3888888888889
Koramangala 7th Block,"Desserts, Bakery",400.0
Koramangala 7th Block,"Desserts, Beverages",655.0
Koramangala 7th Block,"Desserts, Beverages, Ice Cream",400.0
Koramangala 7th Block,"Desserts, Cafe, Beverages",900.0
Koramangala 7th Block,"Desserts, Continental",550.0
Koramangala 7th Block,"Desserts, Fast Food",500.0
Koramangala 7th Block,"Desserts, Street Food, Mithai",150.0
Koramangala 7th Block,"European, French, Salad",1500.0
Koramangala 7th Block,"Fast Food, American, Chinese",600.0
Koramangala 7th Block,"Fast Food, Burger",500.0
Koramangala 7th Block,"Fast Food, Burger, Pizza",400.0
Koramangala 7th Block,"Fast Food, North Indian",400.0
Koramangala 7th Block,"Fast Food, Pizza, Sandwich",250.0
Koramangala 7th Block,"Fast Food, Tea, Beverages",300.0
Koramangala 7th Block,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",700.0
Koramangala 7th Block,"Goan, Chinese, Biryani",750.0
Koramangala 7th Block,Healthy Food,350.0
Koramangala 7th Block,"Healthy Food, Beverages",600.0
Koramangala 7th Block,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0
Koramangala 7th Block,"Ice Cream, Desserts",650.0
Koramangala 7th Block,"Italian, Salad",1500.0
Koramangala 7th Block,"Juices, Healthy Food",300.0
Koramangala 7th Block,"Juices, Ice Cream",200.0
Koramangala 7th Block,Kerala,550.0
Koramangala 7th Block,"Kerala, Konkan",400.0
Koramangala 7th Block,Lebanese,300.0
Koramangala 7th Block,"Mediterranean, Pizza, Continental, Seafood, Salad",1600.0
Koramangala 7th Block,Modern Indian,1100.0
Koramangala 7th Block,"Mughlai, Arabian, BBQ",200.0
Koramangala 7th Block,"North Eastern, Chinese",650.0
Koramangala 7th Block,North Indian,697.4489795918367
Koramangala 7th Block,"North Indian, Arabian, Beverages",1000.0
Koramangala 7th Block,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",800.0
Koramangala 7th Block,"North Indian, Biryani, Chinese",500.0
Koramangala 7th Block,"North Indian, Chinese",375.0
Koramangala 7th Block,"North Indian, Chinese, Assamese",800.0
Koramangala 7th Block,"North Indian, Chinese, BBQ",700.0
Koramangala 7th Block,"North Indian, Chinese, Biryani",300.0
Koramangala 7th Block,"North Indian, Chinese, Rolls",277.77777777777777
Koramangala 7th Block,"North Indian, Continental",400.0
Koramangala 7th Block,"North Indian, Kebab, Biryani, Rolls",700.0
Koramangala 7th Block,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650.0
Koramangala 7th Block,"North Indian, Mughlai",650.0
Koramangala 7th Block,"North Indian, Mughlai, Biryani",1133.3333333333333
Koramangala 7th Block,"North Indian, Rolls, Chinese, Biryani",300.0
Koramangala 7th Block,"North Indian, South Indian, Chinese, Arabian",800.0
Koramangala 7th Block,"Pizza, Fast Food",750.0
Koramangala 7th Block,"Pizza, Italian",400.0
Koramangala 7th Block,"Rolls, Chinese",300.0
Koramangala 7th Block,"Sandwich, Beverages",400.0
Koramangala 7th Block,"Seafood, Fast Food",400.0
Koramangala 7th Block,"Seafood, Mangalorean",700.0
Koramangala 7th Block,South Indian,463.6363636363636
Koramangala 7th Block,"South Indian, Beverages",100.0
Koramangala 7th Block,"South Indian, Biryani",300.0
Koramangala 7th Block,"South Indian, Chinese",500.0
Koramangala 7th Block,"South Indian, Finger Food",1000.0
Koramangala 7th Block,"South Indian, Kerala, Seafood",300.0
Koramangala 7th Block,"South Indian, North Indian, Beverages",500.0
Koramangala 7th Block,"South Indian, North Indian, Chinese",366.6666666666667
Koramangala 7th Block,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0
Koramangala 7th Block,Street Food,300.0
Koramangala 7th Block,"Street Food, Mithai",200.0
Koramangala 7th Block,"Street Food, Rolls",200.0
Koramangala 7th Block,"Street Food, Tea",100.0
Koramangala 7th Block,"Tibetan, Chinese, Momos",475.0
Koramangala 7th Block,"Tibetan, Momos",400.0
Koramangala 8th Block,"Andhra, Chinese",350.0
Koramangala 8th Block,"Bakery, Desserts",433.3333333333333
Koramangala 8th Block,"Bakery, Fast Food",200.0
Koramangala 8th Block,"Bakery, Fast Food, Beverages",300.0
Koramangala 8th Block,"Bengali, Street Food",300.0
Koramangala 8th Block,Beverages,257.14285714285717
